No.,Title,Artist,Year,all_artists,artist_list,primary_artist,other_artists,primary_artist_count,one_hit
6,"""If You're Gone""",matchbox twenty,2001,matchbox twenty,,matchbox twenty,NA,3,0
6,"""A Thousand Miles""",vanessa carlton,2002,vanessa carlton,,vanessa carlton,NA,1,1
6,"""Unwell""",matchbox twenty,2003,matchbox twenty,,matchbox twenty,NA,3,0
6,"""The Reason""",hoobastank,2004,hoobastank,,hoobastank,NA,1,1
6,"""Gold Digger""",kanye west featuring jamie foxx,2005,kanye west featuring jamie foxx,,kanye west,jamie foxx,13,0
6,"""Unwritten""",natasha bedingfield,2006,natasha bedingfield,,natasha bedingfield,NA,4,0
6,"""Before He Cheats""",carrie underwood,2007,carrie underwood,,carrie underwood,NA,6,0
6,"""No Air""",jordin sparks and chris brown,2008,jordin sparks and chris brown,,jordin sparks,chris brown,4,0
6,"""Right Round""",flo rida,2009,flo rida,,flo rida,NA,11,0
6,"""Airplanes""",b.o.b featuring hayley williams,2010,b.o.b featuring hayley williams,,b.o.b,hayley williams,4,0
6,"""Grenade""",bruno mars,2011,bruno mars,,bruno mars,NA,11,0
6,"""Glad You Came""",the wanted,2012,the wanted,,the wanted,NA,1,1
6,"""Mirrors""",justin timberlake,2013,justin timberlake,,justin timberlake,NA,16,0
6,"""Talk Dirty""",jason derulo featuring 2 chainz,2014,jason derulo featuring 2 chainz,,jason derulo,2 chainz,11,0
6,"""Shut Up and Dance""",walk the moon,2015,walk the moon,,walk the moon,NA,1,1
6,"""Panda""",desiigner,2016,desiigner,,desiigner,NA,2,0
6,"""Bad and Boujee""",migos featuring lil uzi vert,2017,migos featuring lil uzi vert,,migos,lil uzi vert,6,0
6,"""Psycho""",post malone featuring ty dolla sign,2018,post malone featuring ty dolla sign,,post malone,ty dolla sign,19,0
6,"""Happier""",marshmello and bastille,2019,marshmello and bastille,,marshmello,bastille,6,0
6,"""Adore You""",harry styles,2020,harry styles,,harry styles,NA,6,0
6,"""Kiss Me More""",doja cat featuring sza,2021,doja cat featuring sza,,doja cat,sza,15,0
6,"""First Class""",jack harlow,2022,jack harlow,,jack harlow,NA,3,0
6,"""Calm Down""",rema and selena gomez,2023,rema and selena gomez,,rema,selena gomez,1,1
6,"""Not Like Us""",kendrick lamar,2024,kendrick lamar,,kendrick lamar,NA,8,0
7,"""I'll Be There""",the jackson 5,1970,the jackson 5,,the jackson 5,NA,7,0
7,"""Go Away Little Girl""",donny osmond,1971,donny osmond,,donny osmond,NA,5,0
7,"""Lean on Me""",bill withers,1972,bill withers,,bill,ers,3,0
7,"""Crocodile Rock""",elton john,1973,elton john,,elton john,NA,28,0
7,"""TSOP (The Sound of Philadelphia)""",mfsb,1974,mfsb,,mfsb,NA,1,1
7,"""Shining Star""","earth, wind & fire",1975,"earth, wind & fire",,earth,"wind, fire",10,0
7,"""Love Machine""",the miracles,1976,the miracles,,the miracles,NA,1,1
7,"""Don't Leave Me This Way""",thelma houston,1977,thelma houston,,thelma houston,NA,1,1
7,"""Baby Come Back""",player,1978,player,,player,NA,2,0
7,"""Hot Stuff""",donna summer,1979,donna summer,,donna summer,NA,11,0
7,"""Coming Up""",paul mccartney,1980,paul mccartney,,paul mccartney,NA,13,0
7,"""Kiss on My List""",daryl hall & john oates,1981,daryl hall & john oates,,daryl hall,john oates,16,0
7,"""Jack & Diane""",john cougar,1982,john cougar,,john cougar,NA,3,0
7,"""Maneater""",daryl hall & john oates,1983,daryl hall & john oates,,daryl hall,john oates,16,0
7,"""Hello""",lionel richie,1984,lionel richie,,lionel richie,NA,12,0
7,"""Everybody Wants to Rule the World""",tears for fears,1985,tears for fears,,tears for fears,NA,5,0
7,"""Party All the Time""",eddie murphy,1986,eddie murphy,,eddie murphy,NA,1,1
7,"""Here I Go Again""",whitesnake,1987,whitesnake,,whitesnake,NA,2,0
7,"""Heaven Is a Place on Earth""",belinda carlisle,1988,belinda carlisle,,belinda carlisle,NA,3,0
7,"""Wind Beneath My Wings""",bette midler,1989,bette midler,,bette midler,NA,5,0
7,"""Another Day in Paradise""",phil collins,1990,phil collins,,phil collins,NA,14,0
7,"""More Than Words""",extreme,1991,extreme,,extreme,NA,2,0
7,"""My Lovin' (You're Never Gonna Get It)""",en vogue,1992,en vogue,,en vogue,NA,6,0
7,"""If I Ever Fall in Love""",shai,1993,shai,,shai,NA,3,0
7,"""Breathe Again""",toni braxton,1994,toni braxton,,toni braxton,NA,9,0
7,"""Fantasy""",mariah carey,1995,mariah carey,,mariah carey,NA,35,0
7,"""Tha Crossroads""",bone thugs-n-harmony,1996,bone thugs-n-harmony,,bone thugs-n-harmony,NA,4,0
7,"""Don't Let Go (Love)""",en vogue,1997,en vogue,,en vogue,NA,6,0
7,"""All My Life""",k-ci & jojo,1998,k-ci & jojo,,k-ci,jojo,3,0
7,"""Genie in a Bottle""",christina aguilera,1999,christina aguilera,,christina aguilera,NA,9,0
7,"""I Knew I Loved You""",savage garden,2000,savage garden,,savage garden,NA,4,0
7,"""Let Me Blow Ya Mind""",eve featuring gwen stefani,2001,eve featuring gwen stefani,,eve,gwen stefani,2,0
7,"""In the End""",linkin park,2002,linkin park,,linkin park,NA,7,0
7,"""Right Thurr""",chingy,2003,chingy,,chingy,NA,5,0
7,"""I Don't Wanna Know""",mario winans featuring enya and p. diddy,2004,mario winans featuring enya and p. diddy,,mario winans,"enya, p. diddy",1,1
7,"""Boulevard of Broken Dreams""",green day,2005,green day,,green day,NA,4,0
7,"""Crazy""",gnarls barkley,2006,gnarls barkley,,gnarls barkley,NA,1,1
7,"""Hey There Delilah""",plain white t's,2007,plain white t's,,plain white t's,NA,1,1
7,"""Love Song""",sara bareilles,2008,sara bareilles,,sara bareilles,NA,4,0
7,"""I'm Yours""",jason mraz,2009,jason mraz,,jason mraz,NA,4,0
7,"""Love the Way You Lie""",eminem featuring rihanna,2010,eminem featuring rihanna,,eminem,rihanna,18,0
7,"""Fuck You (Forget You)""",ceelo green,2011,ceelo green,,ceelo green,NA,1,1
7,"""Stronger (What Doesn't Kill You)""",kelly clarkson,2012,kelly clarkson,,kelly clarkson,NA,17,0
7,"""Just Give Me a Reason""",pink featuring nate ruess,2013,pink featuring nate ruess,,pink,nate ruess,19,0
7,"""Rude""",magic!,2014,magic!,,magic!,NA,1,1
7,"""Blank Space""",taylor swift,2015,taylor swift,,taylor swift,NA,36,0
7,"""Hello""",adele,2016,adele,,adele,NA,13,0
7,"""Closer""",the chainsmokers featuring halsey,2017,the chainsmokers featuring halsey,,the chainsmokers,halsey,6,0
7,"""I Like It""","cardi b, bad bunny and j balvin",2018,"cardi b, bad bunny and j balvin",,cardi b,"bad bunny, j balvin",10,0
7,"""7 Rings""",ariana grande,2019,ariana grande,,ariana gr,e,22,0
7,"""Life Is Good""",future featuring drake,2020,future featuring drake,,future,drake,9,0
7,"""Leave the Door Open""",silk sonic (bruno mars and anderson .paak),2021,silk sonic (bruno mars and anderson .paak),,silk sonic (bruno mars,", erson .paak)",2,0
7,"""Big Energy""",latto,2022,latto,,latto,NA,2,0
7,"""Die for You""",the weeknd and ariana grande,2023,the weeknd and ariana grande,,the weeknd,"ariana gr, e",18,0
7,"""Espresso""",sabrina carpenter,2024,sabrina carpenter,,sabrina carpenter,NA,4,0
8,"""Get Ready""",rare earth,1970,rare earth,,rare earth,NA,3,0
8,"""Take Me Home, Country Roads""",john denver,1971,john denver,,john denver,NA,6,0
8,"""Baby, Don't Get Hooked on Me""",mac davis,1972,mac davis,,mac davis,NA,2,0
8,"""Will It Go Round in Circles""",billy preston,1973,billy preston,,billy preston,NA,4,0
8,"""The Streak""",ray stevens,1974,ray stevens,,ray stevens,NA,3,0
8,"""Fame""",david bowie,1975,david bowie,,david bowie,NA,5,0
8,"""50 Ways to Leave Your Lover""",paul simon,1976,paul simon,,paul simon,NA,5,0
8,"""(Your Love Has Lifted Me) Higher and Higher""",rita coolidge,1977,rita coolidge,,rita coolidge,NA,2,0
8,"""(Love Is) Thicker Than Water""",andy gibb,1978,andy gibb,,,y gibb,12,0
8,"""Y.M.C.A.""",village people,1979,village people,,village people,NA,2,0
8,"""Funkytown""",lipps inc.,1980,lipps inc.,,lipps inc.,NA,1,1
8,"""I Love a Rainy Night""",eddie rabbitt,1981,eddie rabbitt,,eddie rabbitt,NA,5,0
8,"""Hurts So Good""",john cougar,1982,john cougar,,john cougar,NA,3,0
8,"""Baby, Come to Me""",patti austin and james ingram,1983,patti austin and james ingram,,patti austin,james ingram,1,1
8,"""Owner of a Lonely Heart""",yes,1984,yes,,yes,NA,2,0
8,"""Money for Nothing""",dire straits,1985,dire straits,,dire straits,NA,3,0
8,"""Burning Heart""",survivor,1986,survivor,,survivor,NA,5,0
8,"""The Way It Is""",bruce hornsby and the range,1987,bruce hornsby and the range,,bruce hornsby,the range,3,0
8,"""Could've Been""",tiffany,1988,tiffany,,tiffany,NA,3,0
8,"""Girl You Know It's True""",milli vanilli,1989,milli vanilli,,milli vanilli,NA,6,0
8,"""Hold On""",en vogue,1990,en vogue,,en vogue,NA,6,0
8,"""I Like the Way (The Kissing Game)""",hi-five,1991,hi-five,,hi-five,NA,3,0
8,"""Under the Bridge""",red hot chili peppers,1992,red hot chili peppers,,red hot chili peppers,NA,5,0
8,"""Dreamlover""",mariah carey,1993,mariah carey,,mariah carey,NA,35,0
8,"""All for Love""","bryan adams, rod stewart and sting",1994,"bryan adams, rod stewart and sting",,bryan adams,"rod stewart, sting",12,0
8,"""Take a Bow""",madonna,1995,madonna,,madonna,NA,36,0
8,"""I Love You Always Forever""",donna lewis,1996,donna lewis,,donna lewis,NA,2,0
8,"""Return of the Mack""",mark morrison,1997,mark morrison,,mark morrison,NA,1,1
8,"""Candle in the Wind 1997"" / ""Something About the Way You Look Tonight""",elton john,1998,elton john,,elton john,NA,28,0
8,"""Every Morning""",sugar ray,1999,sugar ray,,sugar ray,NA,3,0
8,"""Amazed""",lonestar,2000,lonestar,,lonestar,NA,5,0
8,"""Thank You""",dido,2001,dido,,dido,NA,2,0
8,"""What's Luv?""",fat joe featuring ashanti,2002,fat joe featuring ashanti,,fat joe,ashanti,5,0
8,"""Miss You""",aaliyah,2003,aaliyah,,aaliyah,NA,11,0
8,"""Hey Ya!""",outkast,2004,outkast,,outkast,NA,7,0
8,"""Candy Shop""",50 cent featuring olivia,2005,50 cent featuring olivia,,50 cent,olivia,9,0
8,"""Ridin'""",chamillionaire featuring krayzie bone,2006,chamillionaire featuring krayzie bone,,chamillionaire,krayzie bone,1,1
8,"""I Wanna Love You""",akon featuring snoop dogg,2007,akon featuring snoop dogg,,akon,snoop dogg,8,0
8,"""Love in This Club""",usher featuring young jeezy,2008,usher featuring young jeezy,,usher,young jeezy,25,0
8,"""Single Ladies (Put a Ring on It)""",beyoncé,2009,beyoncé,,beyoncé,NA,23,0
8,"""Bad Romance""",lady gaga,2010,lady gaga,,lady gaga,NA,17,0
8,"""Super Bass""",nicki minaj,2011,nicki minaj,,nicki minaj,NA,13,0
8,"""We Found Love""",rihanna featuring calvin harris,2012,rihanna featuring calvin harris,,rihanna,calvin harris,33,0
8,"""When I Was Your Man""",bruno mars,2013,bruno mars,,bruno mars,NA,11,0
8,"""All About That Bass""",meghan trainor,2014,meghan trainor,,meghan trainor,NA,9,0
8,"""Watch Me""",silentó,2015,silentó,,silentó,NA,2,0
8,"""Don't Let Me Down""",the chainsmokers featuring daya,2016,the chainsmokers featuring daya,,the chainsmokers,daya,6,0
8,"""Body Like a Back Road""",sam hunt,2017,sam hunt,,sam hunt,NA,5,0
8,"""The Middle""","zedd, maren morris and grey",2018,"zedd, maren morris and grey",,zedd,"maren morris, grey",4,0
8,"""Talk""",khalid,2019,khalid,,khalid,NA,7,0
8,"""Memories""",maroon 5,2020,maroon 5,,maroon 5,NA,25,0
8,"""Drivers License""",olivia rodrigo,2021,olivia rodrigo,,olivia rodrigo,NA,7,0
8,"""Ghost""",justin bieber,2022,justin bieber,,justin bieber,NA,16,0
8,"""Fast Car""",luke combs,2023,luke combs,,luke combs,NA,17,0
8,"""Million Dollar Baby""",tommy richman,2024,tommy richman,,tommy richman,NA,1,1
9,"""Let It Be""",the beatles,1970,the beatles,,the beatles,NA,3,0
9,"""Just My Imagination (Running Away with Me)""",the temptations,1971,the temptations,,the temptations,NA,5,0
9,"""Brand New Key""",melanie,1972,melanie,,melanie,NA,2,0
9,"""You're So Vain""",carly simon,1973,carly simon,,carly simon,NA,6,0
9,"""Bennie and the Jets""",elton john,1974,elton john,,elton john,NA,28,0
9,"""Laughter in the Rain""",neil sedaka,1975,neil sedaka,,neil sedaka,NA,3,0
9,"""Love Is Alive""",gary wright,1976,gary wright,,gary wright,NA,3,0
9,"""Undercover Angel""",alan o'day,1977,alan o'day,,alan o'day,NA,1,1
9,"""Boogie Oogie Oogie""",a taste of honey,1978,a taste of honey,,a taste of honey,NA,2,0
9,"""Ring My Bell""",anita ward,1979,anita ward,,anita ward,NA,1,1
9,"""It's Still Rock and Roll to Me""",billy joel,1980,billy joel,,billy joel,NA,12,0
9,"""9 To 5""",dolly parton,1981,dolly parton,,dolly parton,NA,2,0
9,"""Abracadabra""",steve miller band,1982,steve miller band,,steve miller b,NA,5,0
9,"""Maniac""",michael sembello,1983,michael sembello,,michael sembello,NA,1,1
9,"""Ghostbusters""",ray parker jr.,1984,ray parker jr.,,ray parker jr.,NA,3,0
9,"""Crazy for You""",madonna,1985,madonna,,madonna,NA,36,0
9,"""Kyrie""",mr. mister,1986,mr. mister,,mr. mister,NA,2,0
9,"""Shakedown""",bob seger,1987,bob seger,,bob seger,NA,8,0
9,"""Hands to Heaven""",breathe,1988,breathe,,breathe,NA,2,0
9,"""Baby, I Love Your Way/Freebird Medley""",will to power,1989,will to power,,will to power,NA,2,0
9,"""Cradle of Love""",billy idol,1990,billy idol,,billy idol,NA,5,0
9,"""The First Time""",surface,1991,surface,,surface,NA,2,0
9,"""All 4 Love""",color me badd,1992,color me badd,,color me badd,NA,6,0
9,"""Rump Shaker""",wreckx-n-effect,1993,wreckx-n-effect,,wreckx-n-effect,NA,1,1
9,"""All That She Wants""",ace of base,1994,ace of base,,ace of base,NA,6,0
9,"""Don't Take It Personal (Just One of Dem Days)""",monica,1995,monica,,monica,NA,8,0
9,"""You're Makin' Me High"" / ""Let It Flow""",toni braxton,1996,toni braxton,,toni braxton,NA,9,0
9,"""How Do I Live""",leann rimes,1997,leann rimes,,leann rimes,NA,5,0
9,"""Nice & Slow""",usher,1998,usher,,usher,NA,25,0
9,"""Nobody's Supposed to Be Here""",deborah cox,1999,deborah cox,,deborah cox,NA,3,0
9,"""Bent""",matchbox twenty,2000,matchbox twenty,,matchbox twenty,NA,3,0
9,"""Again""",lenny kravitz,2001,lenny kravitz,,lenny kravitz,NA,3,0
9,"""U Got It Bad""",usher,2002,usher,,usher,NA,25,0
9,"""Picture""",kid rock featuring sheryl crow,2003,kid rock featuring sheryl crow,,kid rock,sheryl crow,3,0
9,"""Goodies""",ciara featuring petey pablo,2004,ciara featuring petey pablo,,ciara,petey pablo,7,0
9,"""Don't Cha""",the pussycat dolls featuring busta rhymes,2005,the pussycat dolls featuring busta rhymes,,the pussycat dolls,busta rhymes,1,1
9,"""SexyBack""",justin timberlake featuring timbaland,2006,justin timberlake featuring timbaland,,justin timberlake,"timbal,",16,0
9,"""Say It Right""",nelly furtado,2007,nelly furtado,,nelly furtado,NA,5,0
9,"""With You""",chris brown,2008,chris brown,,chris brown,NA,24,0
9,"""Heartless""",kanye west,2009,kanye west,,kanye west,NA,13,0
9,"""Dynamite""",taio cruz,2010,taio cruz,,taio cruz,NA,3,0
9,"""Moves like Jagger""",maroon 5 featuring christina aguilera,2011,maroon 5 featuring christina aguilera,,maroon 5,christina aguilera,25,0
9,"""Starships""",nicki minaj,2012,nicki minaj,,nicki minaj,NA,13,0
9,"""Cruise""",florida georgia line featuring nelly,2013,florida georgia line featuring nelly,,florida georgia line,nelly,7,0
9,"""Problem""",ariana grande featuring iggy azalea,2014,ariana grande featuring iggy azalea,,ariana gr,"e, iggy azalea",22,0
9,"""Earned It""",the weeknd,2015,the weeknd,,the weeknd,NA,18,0
9,"""Can't Stop the Feeling!""",justin timberlake,2016,justin timberlake,,justin timberlake,NA,16,0
9,"""Believer""",imagine dragons,2017,imagine dragons,,imagine dragons,NA,13,0
9,"""In My Feelings""",drake,2018,drake,,drake,NA,43,0
9,"""Sicko Mode""",travis scott,2019,travis scott,,travis scott,NA,7,0
9,"""The Bones""",maren morris,2020,maren morris,,maren morris,NA,2,0
9,"""Montero (Call Me by Your Name)""",lil nas x,2021,lil nas x,,lil nas x,NA,7,0
9,"""Super Gremlin""",kodak black,2022,kodak black,,kodak black,NA,3,0
9,"""Snooze""",sza,2023,sza,,sza,NA,9,0
9,"""I Remember Everything""",zach bryan featuring kacey musgraves,2024,zach bryan featuring kacey musgraves,,zach bryan,kacey musgraves,5,0
10,"""Band of Gold""",freda payne,1970,freda payne,,freda payne,NA,2,0
10,"""Knock Three Times""",tony orlando and dawn,1971,tony orlando and dawn,,tony orl,"o, dawn",4,0
10,"""Daddy Don't You Walk So Fast""",wayne newton,1972,wayne newton,,wayne newton,NA,1,1
10,"""Touch Me in the Morning""",diana ross,1973,diana ross,,diana ross,NA,13,0
10,"""One Hell of a Woman""",mac davis,1974,mac davis,,mac davis,NA,2,0
10,"""One of These Nights""",eagles,1975,eagles,,eagles,NA,8,0
10,"""A Fifth of Beethoven""",walter murphy & the big apple band,1976,walter murphy & the big apple band,,walter murphy,"the big apple b,",1,1
10,"""Torn Between Two Lovers""",mary macgregor,1977,mary macgregor,,mary macgregor,NA,1,1
10,"""Three Times a Lady""",commodores,1978,commodores,,commodores,NA,8,0
10,"""Sad Eyes""",robert john,1979,robert john,,robert john,NA,2,0
10,"""The Rose""",bette midler,1980,bette midler,,bette midler,NA,5,0
10,"""Keep on Loving You""",reo speedwagon,1981,reo speedwagon,,reo speedwagon,NA,4,0
10,"""Hard to Say I'm Sorry""",chicago,1982,chicago,,chicago,NA,15,0
10,"""Sweet Dreams (Are Made of This)""",eurythmics,1983,eurythmics,,eurythmics,NA,3,0
10,"""Karma Chameleon""",culture club,1984,culture club,,culture club,NA,6,0
10,"""Take On Me""",a-ha,1985,a-ha,,a-ha,NA,1,1
10,"""Addicted to Love""",robert palmer,1986,robert palmer,,robert palmer,NA,5,0
10,"""Livin' on a Prayer""",bon jovi,1987,bon jovi,,bon jovi,NA,12,0
10,"""Roll with It""",steve winwood,1988,steve winwood,,steve winwood,NA,6,0
10,"""Giving You the Best That I Got""",anita baker,1989,anita baker,,anita baker,NA,2,0
10,"""Blaze of Glory""",jon bon jovi,1990,jon bon jovi,,jon bon jovi,NA,1,1
10,"""Baby Baby""",amy grant,1991,amy grant,,amy grant,NA,5,0
10,"""Just Another Day""",jon secada,1992,jon secada,,jon secada,NA,4,0
10,"""Informer""",snow,1993,snow,,snow,NA,1,1
10,"""Don't Turn Around""",ace of base,1994,ace of base,,ace of base,NA,6,0
10,"""This Is How We Do It""",montell jordan,1995,montell jordan,,montell jordan,NA,4,0
10,"""Twisted""",keith sweat,1996,keith sweat,,keith sweat,NA,8,0
10,"""Wannabe""",spice girls,1997,spice girls,,spice girls,NA,5,0
10,"""I Don't Want to Wait""",paula cole,1998,paula cole,,paula cole,NA,2,0
10,"""Livin' la Vida Loca""",ricky martin,1999,ricky martin,,ricky martin,NA,3,0
10,"""He Wasn't Man Enough""",toni braxton,2000,toni braxton,,toni braxton,NA,9,0
10,"""Independent Women Part I""",destiny's child,2001,destiny's child,,destiny's child,NA,12,0
10,"""Blurry""",puddle of mudd,2002,puddle of mudd,,puddle of mudd,NA,2,0
10,"""Bring Me to Life""",evanescence featuring paul mccoy,2003,evanescence featuring paul mccoy,,evanescence,paul mccoy,3,0
10,"""Lean Back""",terror squad featuring fat joe and remy ma,2004,terror squad featuring fat joe and remy ma,,terror squad,"fat joe, remy ma",1,1
10,"""Behind These Hazel Eyes""",kelly clarkson,2005,kelly clarkson,,kelly clarkson,NA,17,0
10,"""Check on It""",beyoncé featuring slim thug and bun b,2006,beyoncé featuring slim thug and bun b,,beyoncé,"slim thug, bun b",23,0
10,"""Glamorous""",fergie featuring ludacris,2007,fergie featuring ludacris,,fergie,ludacris,6,0
10,"""Forever""",chris brown,2008,chris brown,,chris brown,NA,24,0
10,"""Gives You Hell""",the all-american rejects,2009,the all-american rejects,,the all-american rejects,NA,4,0
10,"""Break Your Heart""",taio cruz featuring ludacris,2010,taio cruz featuring ludacris,,taio cruz,ludacris,3,0
10,"""Just Can't Get Enough""",the black eyed peas,2011,the black eyed peas,,the black eyed peas,NA,15,0
10,"""What Makes You Beautiful""",one direction,2012,one direction,,one direction,NA,6,0
10,"""Roar""",katy perry,2013,katy perry,,katy perry,NA,18,0
10,"""Stay with Me""",sam smith,2014,sam smith,,sam smith,NA,10,0
